t,bp_number,bp_number_hh,bp_number_tt,loc_x_coarse
1.66e-09,1.0,1.0,0.0,2.3e-07
1.67e-09,1.0,1.0,0.0,2.3e-07
1.68e-09,1.0,1.0,0.0,2.3e-07
1.69e-09,1.0,1.0,0.0,2.3e-07
1.7e-09,1.0,1.0,0.0,2.3e-07
1.71e-09,1.0,1.0,0.0,2.3e-07
1.72e-09,1.0,1.0,0.0,2.325e-07
1.73e-09,1.0,1.0,0.0,2.325e-07
1.74e-09,1.0,1.0,0.0,2.325e-07
1.75e-09,1.0,1.0,0.0,2.325e-07
1.76e-09,1.0,1.0,0.0,2.325e-07
1.77e-09,1.0,1.0,0.0,2.325e-07
1.78e-09,1.0,1.0,0.0,2.35e-07
1.79e-09,1.0,1.0,0.0,2.35e-07
1.8e-09,1.0,1.0,0.0,2.35e-07
1.81e-09,1.0,1.0,0.0,2.35e-07
1.82e-09,1.0,1.0,0.0,2.35e-07
1.83e-09,1.0,1.0,0.0,2.375e-07
1.84e-09,1.0,1.0,0.0,2.375e-07
1.85e-09,1.0,1.0,0.0,2.375e-07
1.86e-09,1.0,1.0,0.0,2.375e-07
1.87e-09,1.0,1.0,0.0,2.375e-07
1.88e-09,1.0,1.0,0.0,2.375e-07
1.89e-09,1.0,1.0,0.0,2.4000000000000003e-07
1.9e-09,1.0,1.0,0.0,2.4000000000000003e-07
1.91e-09,1.0,1.0,0.0,2.4000000000000003e-07
1.92e-09,1.0,1.0,0.0,2.4000000000000003e-07
1.93e-09,1.0,1.0,0.0,2.4000000000000003e-07
1.94e-09,1.0,1.0,0.0,2.425e-07
1.95e-09,1.0,1.0,0.0,2.425e-07
1.96e-09,1.0,1.0,0.0,2.425e-07
1.97e-09,1.0,1.0,0.0,2.425e-07
1.98e-09,1.0,1.0,0.0,2.425e-07
1.99e-09,1.0,1.0,0.0,2.425e-07
2e-09,1.0,1.0,0.0,2.45e-07
2.01e-09,1.0,1.0,0.0,2.45e-07
2.02e-09,1.0,1.0,0.0,2.45e-07
2.03e-09,1.0,1.0,0.0,2.45e-07
2.04e-09,1.0,1.0,0.0,2.45e-07
2.05e-09,1.0,1.0,0.0,2.45e-07
2.06e-09,1.0,1.0,0.0,2.475e-07
2.07e-09,1.0,1.0,0.0,2.475e-07
2.08e-09,1.0,1.0,0.0,2.475e-07
2.09e-09,1.0,1.0,0.0,2.475e-07
2.1e-09,1.0,1.0,0.0,2.475e-07
2.11e-09,1.0,1.0,0.0,2.5e-07
2.12e-09,1.0,1.0,0.0,2.5e-07
2.13e-09,1.0,1.0,0.0,2.5e-07
2.14e-09,1.0,1.0,0.0,2.5e-07
2.15e-09,1.0,1.0,0.0,2.5e-07
2.16e-09,1.0,1.0,0.0,2.5e-07
2.17e-09,1.0,1.0,0.0,2.525e-07
2.18e-09,1.0,1.0,0.0,2.525e-07
2.19e-09,1.0,1.0,0.0,2.525e-07
2.2e-09,1.0,1.0,0.0,2.525e-07
2.21e-09,1.0,1.0,0.0,2.525e-07
2.22e-09,1.0,1.0,0.0,2.525e-07
2.23e-09,1.0,1.0,0.0,2.55e-07
2.24e-09,1.0,1.0,0.0,2.55e-07
2.25e-09,1.0,1.0,0.0,2.55e-07
2.26e-09,1.0,1.0,0.0,2.55e-07
2.27e-09,1.0,1.0,0.0,2.55e-07
2.28e-09,1.0,1.0,0.0,2.575e-07
2.29e-09,1.0,1.0,0.0,2.575e-07
2.3e-09,1.0,1.0,0.0,2.575e-07
2.31e-09,1.0,1.0,0.0,2.575e-07
2.32e-09,1.0,1.0,0.0,2.575e-07
2.33e-09,1.0,1.0,0.0,2.575e-07
2.34e-09,1.0,1.0,0.0,2.6e-07
2.35e-09,1.0,1.0,0.0,2.6e-07
2.36e-09,1.0,1.0,0.0,2.6e-07
2.37e-09,1.0,1.0,0.0,2.6e-07
2.38e-09,1.0,1.0,0.0,2.6e-07
2.39e-09,1.0,1.0,0.0,2.6e-07
2.4e-09,1.0,1.0,0.0,2.6250000000000003e-07
2.41e-09,1.0,1.0,0.0,2.6250000000000003e-07
2.42e-09,1.0,1.0,0.0,2.6250000000000003e-07
2.43e-09,1.0,1.0,0.0,2.6250000000000003e-07
2.44e-09,1.0,1.0,0.0,2.6250000000000003e-07
2.45e-09,1.0,1.0,0.0,2.6250000000000003e-07
2.46e-09,1.0,1.0,0.0,2.65e-07
2.47e-09,1.0,1.0,0.0,2.65e-07
2.48e-09,1.0,1.0,0.0,2.65e-07
2.49e-09,1.0,1.0,0.0,2.65e-07
2.5e-09,1.0,1.0,0.0,2.65e-07
2.51e-09,1.0,1.0,0.0,2.675e-07
2.52e-09,1.0,1.0,0.0,2.675e-07
2.53e-09,1.0,1.0,0.0,2.675e-07
2.54e-09,1.0,1.0,0.0,2.675e-07
2.55e-09,1.0,1.0,0.0,2.675e-07
2.56e-09,1.0,1.0,0.0,2.675e-07
2.57e-09,1.0,1.0,0.0,2.7e-07
2.58e-09,1.0,1.0,0.0,2.7e-07
2.59e-09,1.0,1.0,0.0,2.7e-07
2.6e-09,1.0,1.0,0.0,2.7e-07
2.61e-09,1.0,1.0,0.0,2.7e-07
2.62e-09,1.0,1.0,0.0,2.7e-07
2.63e-09,1.0,1.0,0.0,2.725e-07
2.64e-09,1.0,1.0,0.0,2.725e-07
2.65e-09,1.0,1.0,0.0,2.725e-07
2.66e-09,1.0,1.0,0.0,2.725e-07
2.67e-09,1.0,1.0,0.0,2.725e-07
2.68e-09,1.0,1.0,0.0,2.725e-07
2.69e-09,1.0,1.0,0.0,2.75e-07
2.7e-09,1.0,1.0,0.0,2.75e-07
2.71e-09,1.0,1.0,0.0,2.75e-07
2.72e-09,1.0,1.0,0.0,2.75e-07
2.73e-09,1.0,1.0,0.0,2.75e-07
2.74e-09,1.0,1.0,0.0,2.775e-07
2.75e-09,1.0,1.0,0.0,2.775e-07
2.76e-09,1.0,1.0,0.0,2.775e-07
2.77e-09,1.0,1.0,0.0,2.775e-07
2.78e-09,1.0,1.0,0.0,2.775e-07
2.79e-09,1.0,1.0,0.0,2.775e-07
2.8e-09,1.0,1.0,0.0,2.8e-07
2.81e-09,1.0,1.0,0.0,2.8e-07
2.82e-09,1.0,1.0,0.0,2.8e-07
2.83e-09,1.0,1.0,0.0,2.8e-07
2.84e-09,1.0,1.0,0.0,2.8e-07
2.85e-09,1.0,1.0,0.0,2.8e-07
2.86e-09,1.0,1.0,0.0,2.825e-07
2.87e-09,1.0,1.0,0.0,2.825e-07
2.88e-09,1.0,1.0,0.0,2.825e-07
2.89e-09,1.0,1.0,0.0,2.825e-07
2.9e-09,1.0,1.0,0.0,2.825e-07
2.91e-09,1.0,1.0,0.0,2.825e-07
2.92e-09,1.0,1.0,0.0,2.85e-07
2.93e-09,1.0,1.0,0.0,2.85e-07
2.94e-09,1.0,1.0,0.0,2.85e-07
2.95e-09,1.0,1.0,0.0,2.85e-07
2.96e-09,1.0,1.0,0.0,2.85e-07
2.97e-09,1.0,1.0,0.0,2.85e-07
2.98e-09,1.0,1.0,0.0,2.875e-07
2.99e-09,1.0,1.0,0.0,2.875e-07
3e-09,1.0,1.0,0.0,2.875e-07
3.01e-09,1.0,1.0,0.0,2.875e-07
3.02e-09,1.0,1.0,0.0,2.875e-07
3.03e-09,1.0,1.0,0.0,2.9000000000000003e-07
3.04e-09,1.0,1.0,0.0,2.9000000000000003e-07
3.05e-09,1.0,1.0,0.0,2.9000000000000003e-07
3.06e-09,1.0,1.0,0.0,2.9000000000000003e-07
3.07e-09,1.0,1.0,0.0,2.9000000000000003e-07
3.08e-09,1.0,1.0,0.0,2.9000000000000003e-07
3.09e-09,1.0,1.0,0.0,2.925e-07
3.1e-09,1.0,1.0,0.0,2.925e-07
3.11e-09,1.0,1.0,0.0,2.925e-07
3.12e-09,1.0,1.0,0.0,2.925e-07
3.13e-09,1.0,1.0,0.0,2.925e-07
3.14e-09,1.0,1.0,0.0,2.925e-07
3.15e-09,1.0,1.0,0.0,2.95e-07
3.16e-09,1.0,1.0,0.0,2.95e-07
3.17e-09,1.0,1.0,0.0,2.95e-07
3.18e-09,1.0,1.0,0.0,2.95e-07
3.19e-09,1.0,1.0,0.0,2.95e-07
3.2e-09,1.0,1.0,0.0,2.95e-07
3.21e-09,1.0,1.0,0.0,2.975e-07
3.22e-09,1.0,1.0,0.0,2.975e-07
3.23e-09,1.0,1.0,0.0,2.975e-07
3.24e-09,1.0,1.0,0.0,2.975e-07
3.25e-09,1.0,1.0,0.0,2.975e-07
3.26e-09,1.0,1.0,0.0,2.975e-07
3.27e-09,1.0,1.0,0.0,3e-07
3.28e-09,1.0,1.0,0.0,3e-07
3.29e-09,1.0,1.0,0.0,3e-07
3.3e-09,1.0,1.0,0.0,3e-07
3.31e-09,1.0,1.0,0.0,3e-07
3.32e-09,1.0,1.0,0.0,3e-07
3.33e-09,1.0,1.0,0.0,3.025e-07
3.34e-09,1.0,1.0,0.0,3.025e-07
3.35e-09,1.0,1.0,0.0,3.025e-07
3.36e-09,1.0,1.0,0.0,3.025e-07
3.37e-09,1.0,1.0,0.0,3.025e-07
3.38e-09,1.0,1.0,0.0,3.05e-07
3.39e-09,1.0,1.0,0.0,3.05e-07
3.4e-09,1.0,1.0,0.0,3.05e-07
3.41e-09,1.0,1.0,0.0,3.05e-07
3.42e-09,1.0,1.0,0.0,3.05e-07
3.43e-09,1.0,1.0,0.0,3.05e-07
3.44e-09,1.0,1.0,0.0,3.075e-07
3.45e-09,1.0,1.0,0.0,3.075e-07
3.46e-09,1.0,1.0,0.0,3.075e-07
3.47e-09,1.0,1.0,0.0,3.075e-07
3.48e-09,1.0,1.0,0.0,3.075e-07
3.49e-09,1.0,1.0,0.0,3.075e-07
3.5e-09,1.0,1.0,0.0,3.1e-07
3.51e-09,1.0,1.0,0.0,3.1e-07
3.52e-09,1.0,1.0,0.0,3.1e-07
3.53e-09,1.0,1.0,0.0,3.1e-07
3.54e-09,1.0,1.0,0.0,3.1e-07
3.55e-09,1.0,1.0,0.0,3.1e-07
3.56e-09,1.0,1.0,0.0,3.125e-07
3.57e-09,1.0,1.0,0.0,3.125e-07
3.58e-09,1.0,1.0,0.0,3.125e-07
3.59e-09,1.0,1.0,0.0,3.125e-07
3.6e-09,1.0,1.0,0.0,3.125e-07
3.61e-09,1.0,1.0,0.0,3.125e-07
3.62e-09,1.0,1.0,0.0,3.15e-07
3.63e-09,1.0,1.0,0.0,3.15e-07
3.64e-09,1.0,1.0,0.0,3.15e-07
3.65e-09,1.0,1.0,0.0,3.15e-07
3.66e-09,1.0,1.0,0.0,3.15e-07
3.67e-09,1.0,1.0,0.0,3.15e-07
3.68e-09,1.0,1.0,0.0,3.1750000000000003e-07
3.69e-09,1.0,1.0,0.0,3.1750000000000003e-07
3.7e-09,1.0,1.0,0.0,3.1750000000000003e-07
3.71e-09,1.0,1.0,0.0,3.1750000000000003e-07
3.72e-09,1.0,1.0,0.0,3.1750000000000003e-07
3.73e-09,1.0,1.0,0.0,3.1750000000000003e-07
3.74e-09,1.0,1.0,0.0,3.2e-07
3.75e-09,1.0,1.0,0.0,3.2e-07
3.76e-09,1.0,1.0,0.0,3.2e-07
3.77e-09,1.0,1.0,0.0,3.2e-07
3.78e-09,1.0,1.0,0.0,3.2e-07
3.79e-09,1.0,1.0,0.0,3.2e-07
3.8e-09,1.0,1.0,0.0,3.225e-07
3.81e-09,1.0,1.0,0.0,3.225e-07
3.82e-09,1.0,1.0,0.0,3.225e-07
3.83e-09,1.0,1.0,0.0,3.225e-07
3.84e-09,1.0,1.0,0.0,3.225e-07
3.85e-09,1.0,1.0,0.0,3.225e-07
3.86e-09,1.0,1.0,0.0,3.25e-07
3.87e-09,1.0,1.0,0.0,3.25e-07
3.88e-09,1.0,1.0,0.0,3.25e-07
3.89e-09,1.0,1.0,0.0,3.25e-07
3.9e-09,1.0,1.0,0.0,3.25e-07
3.91e-09,1.0,1.0,0.0,3.25e-07
3.92e-09,1.0,1.0,0.0,3.275e-07
3.93e-09,1.0,1.0,0.0,3.275e-07
3.94e-09,1.0,1.0,0.0,3.275e-07
3.95e-09,1.0,1.0,0.0,3.275e-07
3.96e-09,1.0,1.0,0.0,3.275e-07
3.97e-09,1.0,1.0,0.0,3.275e-07
3.98e-09,1.0,1.0,0.0,3.3e-07
3.99e-09,1.0,1.0,0.0,3.3e-07
4e-09,1.0,1.0,0.0,3.3e-07
4.01e-09,1.0,1.0,0.0,3.3e-07
4.02e-09,1.0,1.0,0.0,3.3e-07
4.03e-09,1.0,1.0,0.0,3.3e-07
4.04e-09,1.0,1.0,0.0,3.325e-07
4.05e-09,1.0,1.0,0.0,3.325e-07
4.06e-09,1.0,1.0,0.0,3.325e-07
4.07e-09,1.0,1.0,0.0,3.325e-07
4.08e-09,1.0,1.0,0.0,3.325e-07
4.09e-09,1.0,1.0,0.0,3.35e-07
4.1e-09,1.0,1.0,0.0,3.35e-07
4.11e-09,1.0,1.0,0.0,3.35e-07
4.12e-09,1.0,1.0,0.0,3.35e-07
4.13e-09,1.0,1.0,0.0,3.35e-07
4.14e-09,1.0,1.0,0.0,3.35e-07
4.15e-09,1.0,1.0,0.0,3.375e-07
4.16e-09,1.0,1.0,0.0,3.375e-07
4.17e-09,1.0,1.0,0.0,3.375e-07
4.18e-09,1.0,1.0,0.0,3.375e-07
4.19e-09,1.0,1.0,0.0,3.375e-07
4.2e-09,1.0,1.0,0.0,3.375e-07
4.21e-09,1.0,1.0,0.0,3.4000000000000003e-07
4.22e-09,1.0,1.0,0.0,3.4000000000000003e-07
4.23e-09,1.0,1.0,0.0,3.4000000000000003e-07
4.24e-09,1.0,1.0,0.0,3.4000000000000003e-07
4.25e-09,1.0,1.0,0.0,3.4000000000000003e-07
4.26e-09,1.0,1.0,0.0,3.4000000000000003e-07
4.27e-09,1.0,1.0,0.0,3.425e-07
4.28e-09,1.0,1.0,0.0,3.425e-07
4.29e-09,1.0,1.0,0.0,3.425e-07
4.3e-09,1.0,1.0,0.0,3.425e-07
4.31e-09,1.0,1.0,0.0,3.425e-07
4.32e-09,1.0,1.0,0.0,3.425e-07
4.33e-09,1.0,1.0,0.0,3.4500000000000003e-07
4.34e-09,1.0,1.0,0.0,3.4500000000000003e-07
4.35e-09,1.0,1.0,0.0,3.4500000000000003e-07
4.36e-09,1.0,1.0,0.0,3.4500000000000003e-07
4.37e-09,1.0,1.0,0.0,3.4500000000000003e-07
4.38e-09,1.0,1.0,0.0,3.4500000000000003e-07
4.39e-09,1.0,1.0,0.0,3.475e-07
4.4e-09,1.0,1.0,0.0,3.475e-07
4.41e-09,1.0,1.0,0.0,3.475e-07
4.42e-09,1.0,1.0,0.0,3.475e-07
4.43e-09,1.0,1.0,0.0,3.475e-07
4.44e-09,1.0,1.0,0.0,3.475e-07
4.45e-09,1.0,1.0,0.0,3.5e-07
4.46e-09,1.0,1.0,0.0,3.5e-07
4.47e-09,1.0,1.0,0.0,3.5e-07
4.48e-09,1.0,1.0,0.0,3.5e-07
4.49e-09,1.0,1.0,0.0,3.5e-07
4.5e-09,1.0,1.0,0.0,3.5e-07
4.51e-09,1.0,1.0,0.0,3.525e-07
4.52e-09,1.0,1.0,0.0,3.525e-07
4.53e-09,1.0,1.0,0.0,3.525e-07
4.54e-09,1.0,1.0,0.0,3.525e-07
4.55e-09,1.0,1.0,0.0,3.525e-07
4.56e-09,1.0,1.0,0.0,3.525e-07
4.57e-09,1.0,1.0,0.0,3.55e-07
4.58e-09,1.0,1.0,0.0,3.55e-07
4.59e-09,1.0,1.0,0.0,3.55e-07
4.6e-09,1.0,1.0,0.0,3.55e-07
4.61e-09,1.0,1.0,0.0,3.55e-07
4.62e-09,1.0,1.0,0.0,3.55e-07
4.63e-09,1.0,1.0,0.0,3.575e-07
4.64e-09,1.0,1.0,0.0,3.575e-07
4.65e-09,1.0,1.0,0.0,3.575e-07
4.66e-09,1.0,1.0,0.0,3.575e-07
4.67e-09,1.0,1.0,0.0,3.575e-07
4.68e-09,1.0,1.0,0.0,3.575e-07
4.69e-09,1.0,1.0,0.0,3.6e-07
4.7e-09,1.0,1.0,0.0,3.6e-07
4.71e-09,1.0,1.0,0.0,3.6e-07
4.72e-09,1.0,1.0,0.0,3.6e-07
4.73e-09,1.0,1.0,0.0,3.6e-07
4.74e-09,1.0,1.0,0.0,3.6e-07
4.75e-09,1.0,1.0,0.0,3.625e-07
4.76e-09,1.0,1.0,0.0,3.625e-07
4.77e-09,1.0,1.0,0.0,3.625e-07
4.78e-09,1.0,1.0,0.0,3.625e-07
4.79e-09,1.0,1.0,0.0,3.625e-07
4.8e-09,1.0,1.0,0.0,3.625e-07
4.81e-09,1.0,1.0,0.0,3.65e-07
4.82e-09,1.0,1.0,0.0,3.65e-07
4.83e-09,1.0,1.0,0.0,3.65e-07
4.84e-09,1.0,1.0,0.0,3.65e-07
4.85e-09,1.0,1.0,0.0,3.65e-07
4.86e-09,1.0,1.0,0.0,3.65e-07
4.87e-09,1.0,1.0,0.0,3.6750000000000003e-07
4.88e-09,1.0,1.0,0.0,3.6750000000000003e-07
4.89e-09,1.0,1.0,0.0,3.6750000000000003e-07
4.9e-09,1.0,1.0,0.0,3.6750000000000003e-07
4.91e-09,1.0,1.0,0.0,3.6750000000000003e-07
4.92e-09,1.0,1.0,0.0,3.6750000000000003e-07
4.93e-09,1.0,1.0,0.0,3.7e-07
4.94e-09,1.0,1.0,0.0,3.7e-07
4.95e-09,1.0,1.0,0.0,3.7e-07
4.96e-09,1.0,1.0,0.0,3.7e-07
4.97e-09,1.0,1.0,0.0,3.7e-07
4.98e-09,1.0,1.0,0.0,3.7e-07
4.99e-09,1.0,1.0,0.0,3.7250000000000003e-07
5e-09,1.0,1.0,0.0,3.7250000000000003e-07
5.01e-09,1.0,1.0,0.0,3.7250000000000003e-07
5.02e-09,1.0,1.0,0.0,3.7250000000000003e-07
5.03e-09,1.0,1.0,0.0,3.7250000000000003e-07
5.04e-09,1.0,1.0,0.0,3.7250000000000003e-07
5.05e-09,1.0,1.0,0.0,3.75e-07
5.06e-09,1.0,1.0,0.0,3.75e-07
5.07e-09,1.0,1.0,0.0,3.75e-07
5.08e-09,1.0,1.0,0.0,3.75e-07
5.09e-09,1.0,1.0,0.0,3.75e-07
5.1e-09,1.0,1.0,0.0,3.75e-07
5.11e-09,1.0,1.0,0.0,3.775e-07
5.12e-09,1.0,1.0,0.0,3.775e-07
5.13e-09,1.0,1.0,0.0,3.775e-07
5.14e-09,1.0,1.0,0.0,3.775e-07
5.15e-09,1.0,1.0,0.0,3.775e-07
5.16e-09,1.0,1.0,0.0,3.775e-07
5.17e-09,1.0,1.0,0.0,3.8e-07
5.18e-09,1.0,1.0,0.0,3.8e-07
5.19e-09,1.0,1.0,0.0,3.8e-07
5.2e-09,1.0,1.0,0.0,3.8e-07
5.21e-09,1.0,1.0,0.0,3.8e-07
5.22e-09,1.0,1.0,0.0,3.8e-07
5.23e-09,1.0,1.0,0.0,3.825e-07
5.24e-09,1.0,1.0,0.0,3.825e-07
